Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-5226;Дуб Вадівський;Dub Vadivskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°56'14""";"E 25°14'13"""
П-5227;Дуб Золотопотіцький No1;Dub Zolotopotitskyi No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°55'36""";"E 25°19'19"""
П-5228;Дуб Золотопотіцький No2;Dub Zolotopotitskyi No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°54'32""";"E 25°20'27"""
П-5229;Дуб Констанційський;Dub Konstantsiiskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°52'19""";"E 25°57'9"""
П-5230;Дуб Конюхівський No1;Dub Koniukhivskyi No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Козівський;"N 49°34'23""";"E 25°0'18"""
П-5231;Дуб Розсохський;Dub Rozsokhskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°40'6""";"E 26°8'19"""
П-5232;Залісецький яр;Zalisetskyi yar;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°57'54""";"E 25°37'36"""
П-5233;Шупарська бучина No2;Shuparska buchyna No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°41'35""";"E 25°59'47"""
П-5234;Хмелівська ділянка;Khmelivska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°51'47""";"E 25°28'4"""
П-5235;Харитонівський;Kharytonivskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°46'42""";"E 25°45'12"""
П-5236;Федорівський;Fedorivskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°5'58""";"E 25°45'58"""
П-5239;Старопочаївський яр;Staropochaivskyi yar;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 49°59'56""";"E 25°27'11"""
П-524;Лановецький зооботсад;Lanovetskyi zoobotsad;зоопарк;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°51'54""";"E 26°5'38"""
П-5249;Дача Галілея;Dacha Halileia;заказник лісовий;загальнодержавного значення;Тернопільська обл.;р-н Чортківський;"N 48°53'41""";"E 25°48'44"""
П-5250;Горіх чорний;Horikh chornyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Зборівський;"N 49°42'30""";"E 25°29'6"""
П-5251;Деренівська ділянка;Derenivska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°13'37""";"E 25°46'30"""
П-5253;Дуб Б.Хмельницького;Dub B.khmelnytskoho;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°29'16""";"E 24°48'59"""
П-5255;Дуб 4-х стовбурний;Dub 4-kh stovburnyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°48'55""";"E 25°31'52"""
П-5256;Дуб 5-ти стовбурний;Dub 5-ty stovburnyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°54'7""";"E 25°19'33"""
П-5258;Дуб Діброви;Dub Dibrovy;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°43'57""";"E 25°58'33"""
П-5260;Дуб Скала-Подільський;Dub Skala-Podilskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°51'4""";"E 26°6'38"""
П-5261;Дуб Соколівський;Dub Sokolivskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°55'26""";"E 25°22'1"""
П-5262;Дуб Суразький;Dub Surazkyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°9'8""";"E 26°8'49"""
П-5263;Дуб Товстолугівський;Dub Tovstoluhivskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°29'9""";"E 25°43'46"""
П-5264;Дуб Трентовського;Dub Trentovskoho;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°2'8""";"E 25°52'47"""
П-5265;Дуб Яблунівський;Dub Yablunivskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°8'56""";"E 25°48'55"""
П-5266;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°3'49""";"E 25°53'4"""
П-5267;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°3'47""";"E 25°53'41"""
П-5268;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°2'17""";"E 25°10'2"""
П-5274;"Берем'янська наскельно-
степова ділянка";"Beremianska naskelno-stepova
dilianka";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°53'9""";"E 25°27'9"""
П-5275;Богданівський степ;Bohdanivskyi step;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°37'22""";"E 25°56'22"""
П-5285;Дуб Довбуша;Dub Dovbusha;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°46'4""";"E 25°50'10"""
П-5287;Дуб Межовий;Dub Mezhovyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°56'57""";"E 25°56'55"""
П-5288;Дуб Мильнівський;Dub Mylnivskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Зборівський;"N 49°45'56""";"E 25°27'44"""
П-5289;Дуб Конюхівський No2;Dub Koniukhivskyi No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Козівський;"N 49°34'34""";"E 25°0'56"""
П-5290;Дуб Конюхівський No3;Dub Koniukhivskyi No3;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Козівський;"N 49°34'9""";"E 25°1'16"""
П-5291;Дуб Король;Dub Korol;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°27'27""";"E 26°3'2"""
П-5292;Дуб Литяцький;Dub Lytiatskyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°49'49""";"E 25°28'15"""
П-5295;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°50'38""";"E 26°6'39"""
П-5296;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°50'38""";"E 26°5'24"""
П-5297;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°55'16""";"E 25°54'26"""
П-5298;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°53'41""";"E 25°52'41"""
П-5299;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°55'21""";"E 25°54'42"""
П-5300;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°55'11""";"E 25°54'27"""
П-5301;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°53'46""";"E 25°52'29"""
П-5304;Дуби Тараса Бульби;Duby Tarasa Bulby;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°39'53""";"E 25°49'12"""
П-5312;Урочище Криве;Urochyshche Kryve;заказник ботанічний;загальнодержавного значення;Тернопільська обл.;р-н Заліщицький;"N 48°37'53""";"E 25°52'50"""
П-5322;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°35'6""";"E 24°56'5"""
П-5323;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°26'16""";"E 25°38'3"""
П-5324;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°2'8""";"E 25°9'19"""
П-5325;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°1'40""";"E 25°9'13"""
П-5326;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°55'16""";"E 25°54'39"""
П-5327;Дуб звичайний;Dub zvychainyi;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°55'18""";"E 25°54'14"""
П-5329;Зеленчанська ділянка;Zelenchanska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°15'49""";"E 25°40'56"""
П-5331;Дуби Тараса Шевченка;Duby Tarasa Shevchenka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°8'33""";"E 26°9'43"""
П-5332;Дуби братів Місулів;Duby brativ Misuliv;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°33'55""";"E 25°40'6"""
П-5333;Забродівська діброва No2;Zabrodivska dibrova No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°8'16""";"E 25°48'10"""
П-5334;Завалівська бучина No1;Zavalivska buchyna No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°10'53""";"E 25°4'0"""
П-5335;Завалівська бучина No2;Zavalivska buchyna No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°11'15""";"E 25°5'1"""
П-5338;"Збаразька ділянка первоцвіту
весняного";"Zbarazka dilianka pervotsvitu
vesnianoho";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°43'3""";"E 25°49'25"""
П-5339;"Зозулинська степова ділянка
No2";Zozulynska stepova dilianka No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°36'14""";"E 25°56'39"""
П-5342;Чистилівський;Chystylivskyi;заказник орнітологічний;загальнодержавного значення;Тернопільська обл.;р-н Тернопільський;"N 49°35'11""";"E 25°33'51"""
П-5349;Кобилівський;Kobylivskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°46'34""";"E 25°36'12"""
П-5350;Кобиловолоко-Благівщинський;Kobylovoloko-Blahivshchynskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°11'15""";"E 25°47'52"""
П-5356;"Зозулинська степова ділянка
No1";Zozulynska stepova dilianka No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°35'57""";"E 25°53'3"""
П-5357;Кривченська степова ділянка;Kryvchenska stepova dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°41'12""";"E 26°5'26"""
П-5363;Сосна пірамідальна звичайна;Sosna piramidalna zvychaina;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°7'47""";"E 25°37'30"""
П-5364;Сосна чорна теребовлянська;Sosna chorna terebovlianska;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°18'5""";"E 25°43'7"""
П-5365;Золота липа;Zolota lypa;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°4'14""";"E 25°22'59"""
П-5366;Золотопотіцька березина;Zolotopotitska berezyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°56'1""";"E 25°18'45"""
П-5367;Золотопотіцька дубина;Zolotopotitska dubyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°56'19""";"E 25°17'58"""
П-5368;Кам'янківська степова ділянка;Kamiankivska stepova dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°32'51""";"E 26°1'12"""
П-5369;Карія біла;Kariia bila;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°51'38""";"E 25°55'7"""
П-5371;Коропецька діброва;Koropetska dibrova;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 48°57'11""";"E 25°12'42"""
П-5372;Коропецька ясенина;Koropetska yasenyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 48°58'57""";"E 25°11'0"""
П-5373;Куртина вікових дубів;Kurtyna vikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°4'16""";"E 26°9'50"""
П-5374;Скала-Подільський парк;Skala-Podilskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Тернопільська обл.;р-н Борщівський;"N 48°50'40""";"E 26°11'41"""
П-5377;Веселівський;Veselivskyi;заказник ботанічний;загальнодержавного значення;Тернопільська обл.;р-н Кременецький;"N 50°7'5""";"E 25°48'1"""
П-5380;Жижавський;Zhyzhavskyi;заказник ботанічний;загальнодержавного значення;Тернопільська обл.;р-н Заліщицький;"N 48°41'19""";"E 25°38'31"""
П-5393;Тернопільська липа;Ternopilska lypa;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;Тернопільська міськрада;"N 49°33'19""";"E 25°35'41"""
П-5394;Устечківська ділянка;Ustechkivska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°46'54""";"E 25°34'57"""
П-5396;Шупарський феномен;Shuparskyi fenomen;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°43'53""";"E 25°58'55"""
П-5397;Шутроминські дуби;Shutromynski duby;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°49'12""";"E 25°31'48"""
П-5398;Яргорівська бучина No1;Yarhorivska buchyna No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°4'39""";"E 25°4'17"""
П-5399;Яргорівська бучина No2;Yarhorivska buchyna No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°4'35""";"E 25°4'53"""
П-5400;Відслонення нижнього девону;Vidslonennia nyzhnoho devonu;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°27'1""";"E 25°44'30"""
П-5401;Куртина вікових дубів;Kurtyna vikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Зборівський;"N 49°47'53""";"E 25°7'51"""
П-5402;Куртина дуба червоного;Kurtyna duba chervonoho;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°51'24""";"E 26°7'2"""
П-5403;"Лісові культури модрини
європейської";"Lisovi kultury modryny
yevropeiskoi";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°7'56""";"E 25°6'27"""
П-5406;"Модриново-кленове
насадження в урочищі
Братерщина";"Modrynovo-klenove
nasadzhennia v urochyshchi
Bratershchyna";ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°55'45""";"E 25°56'31"""
П-5408;Монастириська бучина;Monastyryska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°8'39""";"E 25°5'24"""
П-5409;Монастириська ділянка;Monastyryska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°1'10""";"E 25°23'19"""
П-5410;"Переволоцькі джерела з
водоспадами";"Perevolotski dzherela z
vodospadamy";гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°7'43""";"E 25°22'7"""
П-5414;Сокілецькі водоспади;Sokiletski vodospady;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°53'58""";"E 25°24'24"""
П-5415;Червоногородський водоспад;Chervonohorodskyi vodospad;гідрологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°48'8""";"E 25°35'26"""
П-5427;"Відслонення п'ятої тераси
Дністра";"Vidslonennia piatoi terasy
Dnistra";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°40'59""";"E 25°46'43"""
П-5428;Відслонення силуру в Трубчині;Vidslonennia syluru v Trubchyni;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°31'3""";"E 26°19'49"""
П-5429;"Відслонення шостої тераси
Дністра";"Vidslonennia shostoi terasy
Dnistra";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°42'6""";"E 25°52'28"""
П-5430;Відслонення юрських відкладів;Vidslonennia yurskykh vidkladiv;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 49°0'17""";"E 24°59'36"""
П-5431;Гора Бабина;Hora Babyna;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°41'25""";"E 25°42'52"""
П-5433;Касперівські скелі;Kasperivski skeli;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°40'8""";"E 25°50'3"""
П-5434;Касперівські сфінкси;Kasperivski sfinksy;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°40'43""";"E 25°50'9"""
П-5435;Мушкатівська бучина;Mushkativska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°47'27""";"E 26°7'56"""
П-5436;Ніщенські липи;Nishchenski lypy;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Зборівський;"N 49°47'20""";"E 25°8'52"""
П-5437;На могилі;Na mohyli;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°15'47""";"E 25°40'36"""
П-5438;Надустянська ділянка;Nadustianska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°36'34""";"E 26°5'40"""
П-5439;Нараївська бучина;Naraivska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°33'55""";"E 24°55'43"""
П-5442;Березина;Berezyna;заповідне урочище;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°50'19""";"E 26°3'35"""
П-5455;Малокусковецька ділянка;Malokuskovetska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°50'27""";"E 26°0'11"""
П-5461;"Силурійські відклади в
Кудринцях";Syluriiski vidklady v Kudryntsiakh;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°36'49""";"E 26°17'54"""
П-5462;Силурійські відклади в Окопах;Syluriiski vidklady v Okopakh;геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°32'1""";"E 26°21'7"""
П-5463;"Силурійсько-девонські
відклади в Дністровому";"Syluriisko-devonski vidklady v
Dnistrovomu";геологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°31'46""";"E 26°12'23"""
П-5464;Резервант змій;Rezervant zmii;зоологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°10'35""";"E 25°41'55"""
П-5465;"Скала-Подільська колонія
чапель";Skala-Podilska koloniia chapel;зоологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°51'53""";"E 26°7'46"""
П-5466;Сокілецька колонія чапель;Sokiletska koloniia chapel;зоологічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 48°53'56""";"E 25°25'6"""
П-5467;Урочище Бубнівка;Urochyshche Bubnivka;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°50'4""";"E 25°48'42"""
П-5468;Урочище Вівошів;Urochyshche Vivoshiv;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°43'7""";"E 25°52'29"""
П-5470;Рудницька бучина;Rudnytska buchyna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°17'11""";"E 24°56'5"""
П-5471;Рукомишський явір;Rukomyshskyi yavir;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бучацький;"N 49°5'36""";"E 25°23'39"""
П-5475;Скала-Подільська діброва;Skala-Podilska dibrova;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°50'59""";"E 26°6'5"""
П-5476;Скала-Подільський ясен;Skala-Podilskyi yasen;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°52'18""";"E 26°9'22"""
П-5477;Скалатська степова ділянка;Skalatska stepova dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°27'4""";"E 26°3'15"""
П-5478;Сосна Лесі Українки;Sosna Lesi Ukrainky;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°10'49""";"E 26°7'51"""
П-5490;Обіжевський;Obizhevskyi;заказник ботанічний;загальнодержавного значення;Тернопільська обл.;р-н Заліщицький;"N 48°40'37""";"E 25°44'44"""
П-5500;Олексинська ділянка;Oleksynska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°47'54""";"E 25°51'11"""
П-5502;Добриводський;Dobryvodskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Збаразький;"N 49°43'30""";"E 25°38'23"""
П-5503;Довжанський;Dovzhanskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Тернопільський;"N 49°31'56""";"E 25°30'18"""
П-5504;Жеребківський;Zherebkivskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°30'30""";"E 25°53'36"""
П-5508;Сосна австрійська;Sosna avstriiska;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°20'41""";"E 25°38'4"""
П-5510;Сосна чорна;Sosna chorna;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°7'52""";"E 25°36'59"""
П-5511;Сосна чорна коропецька No1;Sosna chorna koropetska No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 48°58'2""";"E 25°8'13"""
П-5512;Сосна чорна коропецька No2;Sosna chorna koropetska No2;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 48°58'1""";"E 25°8'35"""
П-5513;Стінка Городок-Костільники;Stinka Horodok-Kostilnyky;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°37'11""";"E 25°51'47"""
П-5514;Стінка-Криве;Stinka-Kryve;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°40'56""";"E 25°47'25"""
П-5517;Гримайлівський парк;Hrymailivskyi park;парк;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°20'5""";"E 26°1'23"""
П-5521;Заліщицький;Zalishchytskyi;парк;місцевого значення;Тернопільська обл.;р-н Заліщицький;"N 48°39'26""";"E 25°45'2"""
П-5535;Мужилівський;Muzhylivskyi;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Підгаєцький;"N 49°18'47""";"E 25°4'30"""
П-5537;Стіжоцькі чорниці No1;Stizhotski chornytsi No1;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°10'52""";"E 25°50'4"""
П-5538;Стіжоцькі чорниці No2;Stizhotski chornytsi No2;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°10'29""";"E 25°52'26"""
П-5540;Тростянецький No1;Trostianetskyi No1;заказник ботанічний;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°19'10""";"E 24°53'43"""
П-5543;Романівський;Romanivskyi;заказник орнітологічний;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°13'49""";"E 25°34'7"""
П-5544;Степова ділянка Заздрість;Stepova dilianka Zazdrist;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Теребовлянський;"N 49°21'18""";"E 25°29'33"""
П-5545;Степова ділянка Могила;Stepova dilianka Mohyla;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°51'16""";"E 25°58'14"""
П-5546;Степова ділянка Торки;Stepova dilianka Torky;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Козівський;"N 49°24'30""";"E 25°4'15"""
П-5550;Устянська ділянка;Ustianska dilianka;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°36'24""";"E 26°5'32"""
П-5552;Хвалкова дача;Khvalkova dacha;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°19'23""";"E 25°1'28"""
П-5554;Коропецький парк;Koropetskyi park;парк;місцевого значення;Тернопільська обл.;р-н Монастириський;"N 48°54'53""";"E 25°11'43"""
П-5566;Верба біла;Verba bila;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°6'43""";"E 25°39'46"""
П-5572;Скалатський;Skalatskyi;заказник орнітологічний;місцевого значення;Тернопільська обл.;р-н Підволочиський;"N 49°26'11""";"E 25°58'15"""
П-5574;Вербовецько-Заліський;Verbovetsko-Zaliskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Лановецький;"N 49°49'4""";"E 25°53'2"""
П-5575;Волинський;Volynskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Шумський;"N 50°11'28""";"E 25°56'19"""
П-5576;Воронуха;Voronukha;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Кременецький;"N 50°8'6""";"E 25°32'6"""
П-5578;За Броварем;Za Brovarem;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Гусятинський;"N 49°9'9""";"E 25°55'28"""
П-5579;Звіринець;Zvirynets;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Бережанський;"N 49°26'44""";"E 25°0'55"""
П-5580;Звіринець-Білецький;Zvirynets-Biletskyi;заказник загальнозоологічний;місцевого значення;Тернопільська обл.;р-н Чортківський;"N 48°58'24""";"E 25°47'45"""
П-5582;Шупарська бучина No1;Shuparska buchyna No1;ботанічна пам'ятка природи;місцевого значення;Тернопільська обл.;р-н Борщівський;"N 48°43'50""";"E 25°58'17"""
